Survived,Pclass,Sex,Age,SibSp,Parch,FamilySize,IsAlone,Fare,Embarked,Deck,HasCabin,TicketGroupSize,TicketPrefix,Title,PassengerId
1,3,female,,0,0,1,1,7.7333,Q,U,0,1,NUM,Miss,698
0,1,male,49.0,1,1,3,0,110.8833,C,C,1,4,NUM,Mr,699
0,3,male,42.0,0,0,1,1,7.65,S,F,1,1,NUM,Mr,700
1,1,female,18.0,1,0,2,0,227.525,C,C,1,4,PC,Mrs,701
1,1,male,35.0,0,0,1,1,26.2875,S,E,1,1,PC,Mr,702
0,3,female,18.0,0,1,2,0,14.4542,C,U,0,2,NUM,Miss,703
0,3,male,25.0,0,0,1,1,7.7417,Q,U,0,1,NUM,Mr,704
0,3,male,26.0,1,0,2,0,7.8542,S,U,0,1,NUM,Mr,705
0,2,male,39.0,0,0,1,1,26.0,S,U,0,2,NUM,Mr,706
1,2,female,45.0,0,0,1,1,13.5,S,U,0,1,NUM,Mrs,707
1,1,male,42.0,0,0,1,1,26.2875,S,E,1,1,PC,Mr,708
1,1,female,22.0,0,0,1,1,151.55,S,U,0,4,NUM,Miss,709
1,3,male,,1,1,3,0,15.2458,C,U,0,2,NUM,Master,710
1,1,female,24.0,0,0,1,1,49.5042,C,C,1,1,PC,Miss,711
0,1,male,,0,0,1,1,26.55,S,C,1,1,NUM,Mr,712
1,1,male,48.0,1,0,2,0,52.0,S,C,1,2,NUM,Mr,713
0,3,male,29.0,0,0,1,1,9.4833,S,U,0,1,NUM,Mr,714
0,2,male,52.0,0,0,1,1,13.0,S,U,0,2,NUM,Mr,715
0,3,male,19.0,0,0,1,1,7.65,S,F,1,1,NUM,Mr,716
1,1,female,38.0,0,0,1,1,227.525,C,C,1,4,PC,Miss,717
1,2,female,27.0,0,0,1,1,10.5,S,E,1,1,NUM,Miss,718
0,3,male,,0,0,1,1,15.5,Q,U,0,1,NUM,Mr,719
0,3,male,33.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,720
1,2,female,6.0,0,1,2,0,33.0,S,U,0,3,NUM,Miss,721
0,3,male,17.0,1,0,2,0,7.0542,S,U,0,1,NUM,Mr,722
0,2,male,34.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,723
0,2,male,50.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,724
1,1,male,27.0,1,0,2,0,53.1,S,E,1,2,NUM,Mr,725
0,3,male,20.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,726
1,2,female,30.0,3,0,4,0,21.0,S,U,0,2,NUM,Mrs,727
1,3,female,,0,0,1,1,7.7375,Q,U,0,1,NUM,Miss,728
0,2,male,25.0,1,0,2,0,26.0,S,U,0,1,NUM,Mr,729
0,3,female,25.0,1,0,2,0,7.925,S,U,0,1,STONO,Miss,730
1,1,female,29.0,0,0,1,1,211.3375,S,B,1,3,NUM,Miss,731
0,3,male,11.0,0,0,1,1,18.7875,C,U,0,2,NUM,Mr,732
0,2,male,,0,0,1,1,0.0,S,U,0,1,NUM,Mr,733
0,2,male,23.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,734
0,2,male,23.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,735
0,3,male,28.5,0,0,1,1,16.1,S,U,0,2,NUM,Mr,736
0,3,female,48.0,1,3,5,0,34.375,S,U,0,4,WC,Mrs,737
1,1,male,35.0,0,0,1,1,512.3292,C,B,1,3,PC,Mr,738
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,739
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,740
1,1,male,,0,0,1,1,30.0,S,D,1,1,NUM,Mr,741
0,1,male,36.0,1,0,2,0,78.85,S,C,1,2,NUM,Mr,742
1,1,female,21.0,2,2,5,0,262.375,C,B,1,2,PC,Miss,743
0,3,male,24.0,1,0,2,0,16.1,S,U,0,1,NUM,Mr,744
1,3,male,31.0,0,0,1,1,7.925,S,U,0,1,STONO,Mr,745
0,1,male,70.0,1,1,3,0,71.0,S,B,1,2,WEP,Rare,746
0,3,male,16.0,1,1,3,0,20.25,S,U,0,2,CA,Mr,747
1,2,female,30.0,0,0,1,1,13.0,S,U,0,1,NUM,Miss,748
0,1,male,19.0,1,0,2,0,53.1,S,D,1,1,NUM,Mr,749
0,3,male,31.0,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,750
1,2,female,4.0,1,1,3,0,23.0,S,U,0,1,NUM,Miss,751
1,3,male,6.0,0,1,2,0,12.475,S,E,1,2,NUM,Master,752
0,3,male,33.0,0,0,1,1,9.5,S,U,0,1,NUM,Mr,753
0,3,male,23.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,754
1,2,female,48.0,1,2,4,0,65.0,S,U,0,2,NUM,Mrs,755
1,2,male,0.67,1,1,3,0,14.5,S,U,0,2,NUM,Master,756
0,3,male,28.0,0,0,1,1,7.7958,S,U,0,1,NUM,Mr,757
0,2,male,18.0,0,0,1,1,11.5,S,U,0,1,NUM,Mr,758
0,3,male,34.0,0,0,1,1,8.05,S,U,0,1,NUM,Mr,759
1,1,female,33.0,0,0,1,1,86.5,S,B,1,3,NUM,the Countess,760
0,3,male,,0,0,1,1,14.5,S,U,0,2,NUM,Mr,761
0,3,male,41.0,0,0,1,1,7.125,S,U,0,1,SOTONO,Mr,762
1,3,male,20.0,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,763
1,1,female,36.0,1,2,4,0,120.0,S,B,1,4,NUM,Mrs,764
0,3,male,16.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,765
1,1,female,51.0,1,0,2,0,77.9583,S,D,1,3,NUM,Mrs,766
0,1,male,,0,0,1,1,39.6,C,U,0,1,NUM,Rare,767
0,3,female,30.5,0,0,1,1,7.75,Q,U,0,1,NUM,Miss,768
0,3,male,,1,0,2,0,24.15,Q,U,0,3,NUM,Mr,769
0,3,male,32.0,0,0,1,1,8.3625,S,U,0,1,NUM,Mr,770
0,3,male,24.0,0,0,1,1,9.5,S,U,0,1,NUM,Mr,771
0,3,male,48.0,0,0,1,1,7.8542,S,U,0,1,NUM,Mr,772
0,2,female,57.0,0,0,1,1,10.5,S,E,1,2,SOPP,Mrs,773
0,3,male,,0,0,1,1,7.225,C,U,0,1,NUM,Mr,774
1,2,female,54.0,1,3,5,0,23.0,S,U,0,1,NUM,Mrs,775
0,3,male,18.0,0,0,1,1,7.75,S,U,0,1,NUM,Mr,776
0,3,male,,0,0,1,1,7.75,Q,F,1,1,NUM,Mr,777
1,3,female,5.0,0,0,1,1,12.475,S,U,0,2,NUM,Miss,778
0,3,male,,0,0,1,1,7.7375,Q,U,0,1,NUM,Mr,779
1,1,female,43.0,0,1,2,0,211.3375,S,B,1,3,NUM,Mrs,780
1,3,female,13.0,0,0,1,1,7.2292,C,U,0,1,NUM,Miss,781
1,1,female,17.0,1,0,2,0,57.0,S,B,1,2,NUM,Mrs,782
0,1,male,29.0,0,0,1,1,30.0,S,D,1,1,NUM,Mr,783
0,3,male,,1,2,4,0,23.45,S,U,0,2,WC,Mr,784
0,3,male,25.0,0,0,1,1,7.05,S,U,0,1,SOTONOQ,Mr,785
0,3,male,25.0,0,0,1,1,7.25,S,U,0,1,NUM,Mr,786
1,3,female,18.0,0,0,1,1,7.4958,S,U,0,1,NUM,Miss,787
0,3,male,8.0,4,1,6,0,29.125,Q,U,0,5,NUM,Master,788
1,3,male,1.0,1,2,4,0,20.575,S,U,0,2,CA,Master,789
0,1,male,46.0,0,0,1,1,79.2,C,B,1,2,PC,Mr,790
0,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,791
0,2,male,16.0,0,0,1,1,26.0,S,U,0,2,NUM,Mr,792
0,3,female,,8,2,11,0,69.55,S,U,0,7,CA,Miss,793
0,1,male,,0,0,1,1,30.6958,C,U,0,1,PC,Mr,794
0,3,male,25.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,795
0,2,male,39.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,796
1,1,female,49.0,0,0,1,1,25.9292,S,D,1,1,NUM,Rare,797
1,3,female,31.0,0,0,1,1,8.6833,S,U,0,1,NUM,Mrs,798
0,3,male,30.0,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,799
0,3,female,30.0,1,1,3,0,24.15,S,U,0,3,NUM,Mrs,800
0,2,male,34.0,0,0,1,1,13.0,S,U,0,2,NUM,Mr,801
1,2,female,31.0,1,1,3,0,26.25,S,U,0,3,CA,Mrs,802
1,1,male,11.0,1,2,4,0,120.0,S,B,1,4,NUM,Master,803
1,3,male,0.42,0,1,2,0,8.5167,C,U,0,1,NUM,Master,804
1,3,male,27.0,0,0,1,1,6.975,S,U,0,1,NUM,Mr,805
0,3,male,31.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,806
0,1,male,39.0,0,0,1,1,0.0,S,A,1,1,NUM,Mr,807
0,3,female,18.0,0,0,1,1,7.775,S,U,0,1,NUM,Miss,808
0,2,male,39.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,809
1,1,female,33.0,1,0,2,0,53.1,S,E,1,2,NUM,Mrs,810
0,3,male,26.0,0,0,1,1,7.8875,S,U,0,1,NUM,Mr,811
0,3,male,39.0,0,0,1,1,24.15,S,U,0,2,A,Mr,812
0,2,male,35.0,0,0,1,1,10.5,S,U,0,1,NUM,Mr,813
0,3,female,6.0,4,2,7,0,31.275,S,U,0,7,NUM,Miss,814
0,3,male,30.5,0,0,1,1,8.05,S,U,0,1,NUM,Mr,815
0,1,male,,0,0,1,1,0.0,S,B,1,1,NUM,Mr,816
0,3,female,23.0,0,0,1,1,7.925,S,U,0,1,STONO,Miss,817
0,2,male,31.0,1,1,3,0,37.0042,C,U,0,2,SCPARIS,Mr,818
0,3,male,43.0,0,0,1,1,6.45,S,U,0,1,C,Mr,819
0,3,male,10.0,3,2,6,0,27.9,S,U,0,6,NUM,Master,820
1,1,female,52.0,1,1,3,0,93.5,S,B,1,2,NUM,Mrs,821
1,3,male,27.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,822
0,1,male,38.0,0,0,1,1,0.0,S,U,0,1,NUM,Rare,823
1,3,female,27.0,0,1,2,0,12.475,S,E,1,2,NUM,Mrs,824
0,3,male,2.0,4,1,6,0,39.6875,S,U,0,6,NUM,Master,825
0,3,male,,0,0,1,1,6.95,Q,U,0,1,NUM,Mr,826
0,3,male,,0,0,1,1,56.4958,S,U,0,7,NUM,Mr,827
1,2,male,1.0,0,2,3,0,37.0042,C,U,0,2,SCPARIS,Master,828
1,3,male,,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,829
1,1,female,62.0,0,0,1,1,80.0,S,B,1,2,NUM,Mrs,830
1,3,female,15.0,1,0,2,0,14.4542,C,U,0,2,NUM,Mrs,831
1,2,male,0.83,1,1,3,0,18.75,S,U,0,3,NUM,Master,832
0,3,male,,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,833
0,3,male,23.0,0,0,1,1,7.8542,S,U,0,1,NUM,Mr,834
0,3,male,18.0,0,0,1,1,8.3,S,U,0,1,NUM,Mr,835
1,1,female,39.0,1,1,3,0,83.1583,C,E,1,1,PC,Miss,836
0,3,male,21.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,837
0,3,male,,0,0,1,1,8.05,S,U,0,1,NUM,Mr,838
1,3,male,32.0,0,0,1,1,56.4958,S,U,0,7,NUM,Mr,839
1,1,male,,0,0,1,1,29.7,C,C,1,1,NUM,Mr,840
0,3,male,20.0,0,0,1,1,7.925,S,U,0,1,SOTONO,Mr,841
0,2,male,16.0,0,0,1,1,10.5,S,U,0,2,SOPP,Mr,842
1,1,female,30.0,0,0,1,1,31.0,C,U,0,2,NUM,Miss,843
0,3,male,34.5,0,0,1,1,6.4375,C,U,0,1,NUM,Mr,844
0,3,male,17.0,0,0,1,1,8.6625,S,U,0,1,NUM,Mr,845
0,3,male,42.0,0,0,1,1,7.55,S,U,0,1,CA,Mr,846
0,3,male,,8,2,11,0,69.55,S,U,0,7,CA,Mr,847
0,3,male,35.0,0,0,1,1,7.8958,C,U,0,1,NUM,Mr,848
0,2,male,28.0,0,1,2,0,33.0,S,U,0,3,NUM,Rare,849
1,1,female,,1,0,2,0,89.1042,C,C,1,2,NUM,Mrs,850
0,3,male,4.0,4,2,7,0,31.275,S,U,0,7,NUM,Master,851
0,3,male,74.0,0,0,1,1,7.775,S,U,0,1,NUM,Mr,852
0,3,female,9.0,1,1,3,0,15.2458,C,U,0,2,NUM,Miss,853
1,1,female,16.0,0,1,2,0,39.4,S,D,1,1,PC,Miss,854
0,2,female,44.0,1,0,2,0,26.0,S,U,0,2,NUM,Mrs,855
1,3,female,18.0,0,1,2,0,9.35,S,U,0,1,NUM,Mrs,856
1,1,female,45.0,1,1,3,0,164.8667,S,U,0,2,NUM,Mrs,857
1,1,male,51.0,0,0,1,1,26.55,S,E,1,1,NUM,Mr,858
1,3,female,24.0,0,3,4,0,19.2583,C,U,0,4,NUM,Mrs,859
0,3,male,,0,0,1,1,7.2292,C,U,0,1,NUM,Mr,860
0,3,male,41.0,2,0,3,0,14.1083,S,U,0,1,NUM,Mr,861
0,2,male,21.0,1,0,2,0,11.5,S,U,0,1,NUM,Mr,862
1,1,female,48.0,0,0,1,1,25.9292,S,D,1,1,NUM,Mrs,863
0,3,female,,8,2,11,0,69.55,S,U,0,7,CA,Miss,864
0,2,male,24.0,0,0,1,1,13.0,S,U,0,1,NUM,Mr,865
1,2,female,42.0,0,0,1,1,13.0,S,U,0,1,NUM,Mrs,866
1,2,female,27.0,1,0,2,0,13.8583,C,U,0,1,SCPARIS,Miss,867
0,1,male,31.0,0,0,1,1,50.4958,S,A,1,1,PC,Mr,868
0,3,male,,0,0,1,1,9.5,S,U,0,1,NUM,Mr,869
1,3,male,4.0,1,1,3,0,11.1333,S,U,0,3,NUM,Master,870
0,3,male,26.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,871
1,1,female,47.0,1,1,3,0,52.5542,S,D,1,2,NUM,Mrs,872
0,1,male,33.0,0,0,1,1,5.0,S,B,1,1,NUM,Mr,873
0,3,male,47.0,0,0,1,1,9.0,S,U,0,1,NUM,Mr,874
1,2,female,28.0,1,0,2,0,24.0,C,U,0,2,PPP,Mrs,875
1,3,female,15.0,0,0,1,1,7.225,C,U,0,1,NUM,Miss,876
0,3,male,20.0,0,0,1,1,9.8458,S,U,0,2,NUM,Mr,877
0,3,male,19.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,878
0,3,male,,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,879
1,1,female,56.0,0,1,2,0,83.1583,C,C,1,2,NUM,Mrs,880
1,2,female,25.0,0,1,2,0,26.0,S,U,0,2,NUM,Mrs,881
0,3,male,33.0,0,0,1,1,7.8958,S,U,0,1,NUM,Mr,882
0,3,female,22.0,0,0,1,1,10.5167,S,U,0,1,NUM,Miss,883
0,2,male,28.0,0,0,1,1,10.5,S,U,0,1,CASOTON,Mr,884
0,3,male,25.0,0,0,1,1,7.05,S,U,0,1,SOTONOQ,Mr,885
0,3,female,39.0,0,5,6,0,29.125,Q,U,0,5,NUM,Mrs,886
0,2,male,27.0,0,0,1,1,13.0,S,U,0,1,NUM,Rare,887
1,1,female,19.0,0,0,1,1,30.0,S,B,1,1,NUM,Miss,888
0,3,female,,1,2,4,0,23.45,S,U,0,2,WC,Miss,889
1,1,male,26.0,0,0,1,1,30.0,C,C,1,1,NUM,Mr,890
0,3,male,32.0,0,0,1,1,7.75,Q,U,0,1,NUM,Mr,891
